,dice_final,dice_gap_final,assd_final,hausdorff_final
0,0.9817371,0.9562756,0,0
1,0.9973607,0.9983012,0,0
2,0.98252654,0.94748956,0,0
3,0.9816258,0.96143275,0,0
4,0.98525685,0.9649757,0,0
5,0.9875953,0.95876616,0,0
6,0.988043,0.96538365,0,0
