,dice_final,dice_gap_final,assd_final,hausdorff_final
0,0.9672463,0.93817997,4.812689377493845,3.8070025
1,0.9837541,0.97441196,3.7403921322812583,2.6675115
2,0.9795814,0.9376572,4.944097774013405,4.380897
3,0.9639631,0.9403426,13.277444026705618,6.4429207
4,0.9762576,0.94013244,7.074484248996512,8.606975
5,0.9756159,0.94637346,13.40879679643888,6.971174
6,0.8930598,0.9351691,14.809957676249502,11.179236
