,dice_final,dice_gap_final,assd_final,hausdorff_final
0,0.94952106,0.9075527,0,0
1,0.94103163,0.920842,0,0
2,0.9473419,0.86814785,0,0
3,0.9268115,0.8586486,0,0
4,0.92273545,0.8667086,0,0
5,0.9432421,0.87040055,0,0
6,0.9241852,0.83139676,0,0
